"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 07, 2014","434.98","433.94","439.57","431.88","7.75M","-1.92%"
"Aug 06, 2014","443.48","437.17","447.51","437.17","18.00M","1.79%"
"Aug 05, 2014","435.68","431.09","436.55","430.35","10.99M","1.37%"
"Aug 04, 2014","429.80","416.09","431.95","415.38","13.09M","3.72%"
"Aug 01, 2014","414.39","415.47","420.67","412.98","7.61M","-0.78%"
"Jul 31, 2014","417.65","419.19","421.03","414.62","8.46M","-0.14%"
"Jul 30, 2014","418.22","420.92","420.92","414.92","9.93M","0.03%"
"Jul 28, 2014","418.08","414.85","420.05","411.85","4.60M","0.56%"
"Jul 25, 2014","415.74","421.54","421.54","409.85","5.34M","-0.89%"
"Jul 24, 2014","419.46","414.72","421.05","411.92","5.57M","0.98%"
"Jul 23, 2014","415.40","402.94","416.09","402.94","11.83M","3.58%"
"Jul 22, 2014","401.04","397.48","402.65","396.62","8.73M","1.03%"
"Jul 21, 2014","396.95","403.68","405.96","395.39","7.44M","-1.56%"
"Jul 18, 2014","403.26","403.44","406.13","402.27","4.10M","0.38%"
"Jul 17, 2014","401.74","404.32","414.96","400.79","4.95M","0.30%"
"Jul 16, 2014","400.53","401.82","402.44","397.27","4.59M","0.12%"
"Jul 15, 2014","400.04","401.70","404.05","398.98","4.14M","0.01%"
"Jul 14, 2014","399.99","411.12","411.12","395.10","8.23M","-3.05%"
"Jul 11, 2014","412.57","421.84","425.63","409.31","15.83M","1.03%"
"Jul 10, 2014","408.36","411.12","419.40","403.14","11.35M","-0.53%"
"Jul 09, 2014","410.55","412.98","419.68","408.02","8.27M","-0.95%"
"Jul 08, 2014","414.49","415.34","422.45","409.64","11.46M","-0.10%"
"Jul 07, 2014","414.90","404.92","417.70","404.30","11.64M","3.07%"
"Jul 04, 2014","402.56","396.87","404.11","396.87","5.75M","1.10%"
"Jul 03, 2014","398.19","398.13","400.38","395.68","7.50M","-0.14%"
"Jul 02, 2014","398.76","398.35","402.27","396.64","6.12M","-0.18%"
"Jul 01, 2014","399.47","402.44","403.66","397.61","4.66M","-1.06%"
"Jun 30, 2014","403.75","399.34","404.68","398.28","7.29M","1.00%"
"Jun 27, 2014","399.76","396.86","401.28","393.39","6.89M","1.28%"
"Jun 26, 2014","394.69","399.34","401.20","392.99","7.38M","-0.90%"
"Jun 25, 2014","398.26","402.44","402.44","397.61","6.43M","0.23%"
"Jun 24, 2014","397.33","400.58","401.19","395.89","10.64M","-0.89%"
"Jun 23, 2014","400.90","409.26","410.37","399.52","6.33M","-2.53%"
"Jun 20, 2014","411.32","411.74","414.15","408.38","8.85M","0.14%"
"Jun 19, 2014","410.74","402.55","412.12","402.46","11.31M","2.20%"
"Jun 18, 2014","401.89","402.44","406.16","398.44","9.79M","-0.19%"
"Jun 17, 2014","402.67","402.94","405.17","399.16","10.08M","0.08%"
"Jun 16, 2014","402.34","395.13","404.27","394.38","9.38M","1.79%"
"Jun 13, 2014","395.25","395.44","397.73","388.31","10.15M","0.38%"
"Jun 12, 2014","393.77","406.78","408.90","387.03","21.13M","-0.57%"
"Jun 11, 2014","396.04","385.08","403.96","383.26","20.38M","3.84%"
"Jun 10, 2014","381.38","372.06","383.12","371.61","10.48M","2.97%"
"Jun 09, 2014","370.38","372.80","373.92","369.09","10.86M","-0.55%"
"Jun 06, 2014","372.44","372.08","373.30","365.86","16.88M","-1.25%"
"Jun 05, 2014","377.16","372.06","380.54","367.35","12.15M","1.90%"
"Jun 04, 2014","370.14","373.92","375.45","366.29","5.51M","-1.08%"
"Jun 03, 2014","374.19","373.05","376.64","368.93","6.82M","0.80%"
"Jun 02, 2014","371.21","367.16","371.77","367.16","6.23M","1.83%"
"May 30, 2014","364.54","364.62","367.03","357.18","28.04M","0.51%"
"May 29, 2014","362.70","375.16","375.16","361.52","41.34M","-7.84%"
"May 28, 2014","393.55","387.37","395.37","386.69","5.39M","1.25%"
"May 27, 2014","388.68","384.46","391.28","384.40","4.98M","1.27%"
"May 26, 2014","383.82","380.86","385.82","378.28","5.75M","0.82%"
"May 23, 2014","380.68","387.56","393.27","373.57","9.08M","-1.42%"
"May 22, 2014","386.18","391.90","394.38","382.12","9.83M","-1.37%"
"May 21, 2014","391.54","386.69","392.43","384.34","6.79M","1.12%"
"May 20, 2014","387.21","378.14","389.28","377.29","8.79M","3.55%"
"May 19, 2014","373.92","396.61","396.61","372.07","17.25M","-5.12%"
"May 16, 2014","394.08","409.14","414.23","379.38","14.19M","-2.90%"
"May 15, 2014","405.85","403.57","408.63","397.51","8.41M","0.56%"
"May 14, 2014","403.57","403.09","404.92","398.99","5.18M","-0.34%"
"May 13, 2014","404.95","394.75","406.16","394.75","7.30M","2.84%"
"May 12, 2014","393.77","386.72","395.19","385.09","7.04M","2.04%"
"May 09, 2014","385.88","380.12","387.56","378.61","6.18M","1.50%"
"May 08, 2014","380.16","380.74","383.02","377.82","9.16M","-0.07%"
"May 07, 2014","380.41","390.79","393.14","378.26","15.60M","-3.09%"
"May 06, 2014","392.54","394.00","394.94","391.28","4.57M","-0.37%"
"May 05, 2014","394.00","395.87","400.96","393.71","4.20M","-1.33%"
"May 02, 2014","399.31","395.00","402.69","395.00","4.76M","1.22%"
"Apr 30, 2014","394.48","394.09","395.62","393.27","7.74M","0.10%"
"Apr 29, 2014","394.10","394.75","396.24","393.27","4.84M","-0.01%"
"Apr 28, 2014","394.14","393.02","395.99","392.52","6.04M","0.08%"
"Apr 25, 2014","393.84","395.37","396.86","392.32","5.96M","0.09%"
"Apr 23, 2014","393.47","393.64","395.85","392.40","12.02M","0.70%"
"Apr 22, 2014","390.74","393.40","396.86","389.72","6.63M","-1.02%"
"Apr 21, 2014","394.75","398.10","399.34","393.14","6.12M","-0.29%"
"Apr 17, 2014","395.88","394.38","398.11","391.70","8.39M","1.10%"
"Apr 16, 2014","391.57","402.07","402.07","390.35","13.20M","-3.14%"
"Apr 15, 2014","404.28","413.26","420.18","402.75","20.78M","0.76%"
"Apr 11, 2014","401.22","398.10","403.76","392.52","18.68M","1.06%"
"Apr 10, 2014","397.01","403.62","404.02","395.14","21.26M","-1.64%"
"Apr 09, 2014","403.63","406.91","410.48","400.64","10.66M","-1.18%"
"Apr 07, 2014","408.45","409.02","411.06","403.81","7.10M","-0.68%"
"Apr 04, 2014","411.25","415.59","416.21","410.02","3.93M","-0.66%"
"Apr 03, 2014","414.00","414.16","415.22","411.63","4.70M","0.49%"
"Apr 02, 2014","412.00","415.32","415.47","410.57","5.64M","0.25%"
"Apr 01, 2014","410.99","407.16","412.36","406.16","8.63M","0.95%"
"Mar 31, 2014","407.13","407.44","409.88","400.59","9.18M","0.62%"
"Mar 28, 2014","404.63","401.84","406.66","400.25","7.15M","0.98%"
"Mar 27, 2014","400.71","402.82","404.66","398.84","13.60M","-0.55%"
"Mar 26, 2014","402.93","404.30","405.41","400.66","8.46M","-0.17%"
"Mar 25, 2014","403.61","402.82","406.75","402.57","7.55M","-0.65%"
"Mar 24, 2014","406.26","405.82","411.55","405.54","8.16M","-0.61%"
"Mar 22, 2014","408.77","408.52","410.98","406.93","413.35K","-0.29%"
"Mar 21, 2014","409.97","412.98","413.98","405.61","12.38M","0.08%"
"Mar 20, 2014","409.64","405.54","415.40","405.54","8.02M","0.96%"
"Mar 19, 2014","405.76","415.47","416.44","401.67","15.78M","-2.35%"
"Mar 18, 2014","415.53","421.67","423.14","414.23","11.80M","-1.29%"
"Mar 14, 2014","420.94","414.23","422.15","413.61","11.17M","1.09%"
"Mar 13, 2014","416.41","424.15","426.61","414.23","40.79M","-8.54%"
"Mar 12, 2014","455.31","455.57","459.29","452.92","3.94M","-0.11%"
"Mar 11, 2014","455.82","453.04","459.98","450.32","4.12M","0.10%"
"Mar 10, 2014","455.35","462.56","462.56","452.09","7.43M","-1.84%"
"Mar 07, 2014","463.87","474.62","475.49","459.90","15.07M","-2.39%"
"Mar 06, 2014","475.23","475.99","477.47","473.43","6.23M","0.27%"
"Mar 05, 2014","473.97","474.73","476.78","472.50","4.94M","0.58%"
"Mar 04, 2014","471.22","467.55","474.31","466.55","6.94M","0.03%"
"Mar 03, 2014","471.06","474.37","477.47","470.28","7.20M","-0.70%"
"Feb 28, 2014","474.36","466.45","475.88","466.45","9.84M","0.46%"
"Feb 26, 2014","472.20","468.79","473.48","467.81","7.35M","0.65%"
"Feb 25, 2014","469.15","465.69","470.29","465.69","8.10M","0.88%"
"Feb 24, 2014","465.06","464.58","465.53","462.59","4.36M","-0.02%"
"Feb 21, 2014","465.16","463.34","465.74","462.25","5.52M","1.06%"
"Feb 20, 2014","460.27","464.44","464.44","459.62","8.82M","-1.12%"
"Feb 19, 2014","465.49","458.33","466.56","458.26","7.06M","1.94%"
"Feb 18, 2014","456.64","452.30","458.20","452.30","4.98M","0.65%"
"Feb 17, 2014","453.68","457.01","457.01","452.53","13.57M","0.38%"
"Feb 14, 2014","451.96","448.40","454.41","446.87","5.96M","1.63%"
"Feb 13, 2014","444.71","447.07","448.70","444.00","3.59M","-0.40%"
"Feb 12, 2014","446.48","446.53","449.87","445.63","4.21M","0.11%"
"Feb 11, 2014","446.01","444.49","449.20","443.18","5.83M","0.63%"
"Feb 10, 2014","443.22","443.98","444.73","441.20","6.05M","0.20%"
"Feb 07, 2014","442.32","444.86","446.70","440.13","7.55M","0.08%"
"Feb 06, 2014","441.97","443.00","444.36","439.15","5.75M","-0.49%"
"Feb 05, 2014","444.14","443.99","445.11","439.37","4.33M","0.56%"
"Feb 04, 2014","441.65","444.11","445.47","439.84","4.54M","-1.88%"
"Feb 03, 2014","450.09","457.01","457.88","449.55","4.38M","-1.94%"
"Jan 31, 2014","459.01","458.87","463.80","457.20","5.37M","-0.08%"
"Jan 30, 2014","459.40","459.33","460.94","453.91","7.18M","-0.36%"
"Jan 29, 2014","461.08","454.66","464.29","453.12","8.10M","1.16%"
"Jan 28, 2014","455.78","459.74","459.95","454.76","14.11M","-1.53%"
"Jan 27, 2014","462.87","461.35","466.80","460.26","8.10M","-0.69%"
"Jan 24, 2014","466.08","466.93","470.90","465.66","6.88M","-0.91%"
"Jan 23, 2014","470.34","469.30","471.15","466.42","7.91M","0.70%"
"Jan 22, 2014","467.05","463.98","468.55","463.84","6.77M","0.20%"
"Jan 21, 2014","466.11","465.07","467.55","461.15","12.10M","0.24%"
"Jan 20, 2014","464.99","460.36","466.31","459.42","9.76M","0.53%"
"Jan 17, 2014","462.56","462.47","466.89","461.35","25.67M","0.13%"
"Jan 16, 2014","461.98","458.75","463.52","458.08","17.61M","0.35%"
"Jan 15, 2014","460.37","458.29","461.89","456.52","17.13M","0.69%"
"Jan 14, 2014","457.23","452.05","458.25","451.49","7.43M","0.59%"
"Jan 13, 2014","454.53","444.24","455.77","444.24","17.12M","3.20%"
"Jan 10, 2014","440.42","432.83","443.37","427.62","30.26M","2.91%"
"Jan 09, 2014","427.97","426.63","431.84","423.88","12.59M","0.66%"
"Jan 08, 2014","425.15","429.23","430.97","424.27","8.99M","-0.84%"
"Jan 07, 2014","428.75","436.43","437.28","427.46","7.71M","-1.73%"
"Jan 06, 2014","436.29","443.38","444.05","430.17","11.10M","-1.33%"
"Jan 03, 2014","442.15","430.97","443.37","428.39","10.05M","2.43%"
"Jan 02, 2014","431.66","429.51","435.06","429.51","4.40M","0.36%"
"Jan 01, 2014","430.10","433.08","433.94","429.36","1.48M","-0.51%"
"Dec 31, 2013","432.29","434.07","436.76","431.62","3.59M","-0.48%"
"Dec 30, 2013","434.36","442.46","443.37","430.97","11.86M","-1.66%"
"Dec 27, 2013","441.67","437.79","443.00","437.78","7.38M","1.15%"
"Dec 26, 2013","436.63","432.46","438.33","432.05","6.87M","0.98%"
"Dec 24, 2013","432.38","432.33","434.43","429.86","7.11M","0.52%"
"Dec 23, 2013","430.16","434.07","439.02","429.18","8.85M","-2.33%"
"Dec 20, 2013","440.44","437.17","443.12","435.11","8.69M","1.11%"
"Dec 19, 2013","435.59","429.42","439.64","428.49","7.33M","1.59%"
"Dec 18, 2013","428.79","427.87","430.81","427.56","9.18M","0.03%"
"Dec 17, 2013","428.65","427.26","432.20","427.26","10.71M","0.12%"
"Dec 16, 2013","428.15","419.19","429.60","415.94","10.12M","2.33%"
"Dec 13, 2013","418.42","414.85","419.19","414.85","8.32M","0.30%"
"Dec 12, 2013","417.18","417.25","419.89","415.22","5.52M","-0.31%"
"Dec 11, 2013","418.49","417.33","419.40","414.23","6.26M","0.11%"
"Dec 10, 2013","418.05","413.61","420.41","413.18","12.35M","0.96%"
"Dec 09, 2013","414.08","417.33","419.69","411.87","8.86M","0.39%"
"Dec 06, 2013","412.46","414.11","415.34","411.52","6.54M","-0.76%"
"Dec 05, 2013","415.63","419.19","421.54","414.47","6.32M","-0.42%"
"Dec 04, 2013","417.37","415.47","419.93","413.83","8.44M","0.50%"
"Dec 03, 2013","415.31","411.74","416.64","411.74","7.00M","0.30%"
"Dec 02, 2013","414.06","415.71","418.80","412.38","4.71M","-0.47%"
"Nov 29, 2013","416.03","413.73","417.45","410.50","5.41M","0.80%"
"Nov 28, 2013","412.71","409.44","413.98","404.92","7.50M","1.05%"
"Nov 27, 2013","408.43","411.74","413.71","407.50","6.78M","-0.69%"
"Nov 26, 2013","411.27","411.74","415.34","408.35","7.32M","-0.30%"
"Nov 25, 2013","412.49","415.71","419.04","410.13","5.71M","-0.65%"
"Nov 22, 2013","415.17","414.97","418.57","413.73","2.72M","0.10%"
"Nov 21, 2013","414.76","421.17","421.67","410.89","8.50M","-1.70%"
"Nov 20, 2013","421.94","422.78","427.04","421.05","4.31M","-1.18%"
"Nov 19, 2013","426.99","422.41","427.62","421.67","8.98M","1.14%"
"Nov 18, 2013","422.17","420.55","423.53","420.16","6.33M","1.49%"
"Nov 14, 2013","415.99","415.75","418.57","415.47","4.34M","0.67%"
"Nov 13, 2013","413.24","411.25","416.53","411.25","4.69M","-0.14%"
"Nov 12, 2013","413.83","417.02","418.57","412.75","6.45M","-0.77%"
"Nov 11, 2013","417.03","415.47","421.42","414.24","7.80M","0.08%"
"Nov 08, 2013","416.71","415.47","420.33","415.47","8.62M","0.07%"
"Nov 07, 2013","416.41","411.95","421.66","410.95","7.19M","1.56%"
"Nov 06, 2013","410.03","406.20","410.78","406.20","3.70M","1.23%"
"Nov 05, 2013","405.03","403.31","408.09","400.96","5.32M","-0.41%"
"Nov 03, 2013","406.71","406.78","408.74","405.94","404.02K","0.08%"
"Nov 01, 2013","406.37","409.26","411.12","405.47","6.17M","-1.00%"
"Oct 31, 2013","410.49","409.80","412.74","408.79","9.69M","-0.42%"
"Oct 30, 2013","412.23","410.63","414.08","410.19","5.59M","-0.35%"
"Oct 29, 2013","413.68","411.68","417.32","410.10","5.20M","0.37%"
"Oct 28, 2013","412.17","411.40","413.59","408.41","3.41M","-0.24%"
"Oct 25, 2013","413.18","412.74","415.47","410.05","6.01M","0.69%"
"Oct 24, 2013","410.35","409.55","418.57","408.03","6.48M","-0.48%"
"Oct 23, 2013","412.34","411.74","414.08","406.66","6.56M","-0.53%"
"Oct 22, 2013","414.52","413.98","417.23","412.41","7.21M","0.21%"
"Oct 21, 2013","413.66","413.36","418.90","404.94","9.38M","0.63%"
"Oct 18, 2013","411.07","407.53","412.23","404.43","10.94M","1.41%"
"Oct 17, 2013","405.36","413.01","416.45","404.30","11.51M","-2.57%"
"Oct 15, 2013","416.06","412.24","417.58","410.85","9.22M","0.92%"
"Oct 14, 2013","412.28","403.81","413.67","403.81","12.23M","1.52%"
"Oct 11, 2013","406.10","413.61","413.98","391.50","41.29M","4.70%"
"Oct 10, 2013","387.88","387.57","392.02","383.31","17.43M","0.57%"
"Oct 09, 2013","385.68","375.41","388.35","373.30","17.37M","2.50%"
"Oct 08, 2013","376.29","377.06","378.51","374.82","17.98M","0.41%"
"Oct 07, 2013","374.77","373.92","376.99","372.85","9.80M","0.18%"
"Oct 04, 2013","374.09","375.31","376.90","372.68","7.35M","-0.68%"
"Oct 03, 2013","376.67","376.40","377.89","374.54","14.69M","0.74%"
"Oct 01, 2013","373.92","375.78","376.81","372.43","5.31M","0.07%"
"Sep 30, 2013","373.67","374.56","378.88","371.75","8.68M","0.21%"
"Sep 27, 2013","372.88","375.03","378.38","370.94","5.70M","-0.19%"
"Sep 26, 2013","373.58","376.28","376.63","372.18","10.68M","0.09%"
"Sep 25, 2013","373.26","376.00","376.40","371.15","8.08M","-0.18%"
"Sep 24, 2013","373.93","375.78","375.90","371.67","11.75M","-0.14%"
"Sep 23, 2013","374.46","372.68","377.51","372.19","8.89M","0.81%"
"Sep 20, 2013","371.46","372.06","376.03","370.01","7.99M","-0.79%"
"Sep 19, 2013","374.41","371.93","376.40","371.10","15.33M","0.06%"
"Sep 18, 2013","374.19","375.16","375.69","372.68","7.44M","-0.18%"
"Sep 17, 2013","374.86","374.17","375.77","370.94","8.03M","0.98%"
"Sep 16, 2013","371.24","375.16","379.25","369.59","6.33M","-1.15%"
"Sep 13, 2013","375.54","379.53","380.23","373.71","9.26M","-1.23%"
"Sep 12, 2013","380.23","385.08","386.83","378.01","6.96M","-1.71%"
"Sep 11, 2013","386.83","390.04","393.51","385.42","9.15M","-1.26%"
"Sep 10, 2013","391.77","376.03","395.37","376.03","21.88M","4.29%"
"Sep 06, 2013","375.66","372.79","380.98","372.79","13.47M","0.81%"
"Sep 05, 2013","372.65","384.05","384.05","371.45","9.46M","-3.47%"
"Sep 04, 2013","386.04","379.46","389.41","378.95","8.98M","2.60%"
"Sep 03, 2013","376.24","380.99","383.78","374.14","6.27M","-1.69%"
"Sep 02, 2013","382.71","381.62","387.88","380.07","5.13M","-0.64%"
"Aug 30, 2013","385.19","383.47","387.30","376.71","12.68M","0.04%"
"Aug 29, 2013","385.03","380.74","387.80","379.62","20.09M","-0.38%"
"Aug 28, 2013","386.48","378.51","388.18","378.51","14.33M","1.97%"
"Aug 27, 2013","379.01","376.03","381.98","376.01","8.53M","0.84%"
"Aug 26, 2013","375.87","374.53","378.24","373.11","5.57M","1.00%"
"Aug 23, 2013","372.15","372.68","374.53","369.86","5.50M","-0.64%"
"Aug 22, 2013","374.56","370.69","376.58","367.59","10.97M","2.08%"
"Aug 21, 2013","366.94","371.41","371.41","362.40","7.53M","-1.59%"
"Aug 20, 2013","372.88","374.54","374.66","369.89","10.36M","0.05%"
"Aug 19, 2013","372.68","370.83","375.40","365.98","5.26M","0.89%"
"Aug 16, 2013","369.38","374.54","377.01","368.05","12.09M","-2.97%"
"Aug 14, 2013","380.70","380.74","383.83","377.34","9.21M","-0.45%"
"Aug 13, 2013","382.43","373.06","383.72","373.05","10.33M","2.60%"
"Aug 12, 2013","372.73","369.08","374.54","368.46","7.59M","1.38%"
"Aug 08, 2013","367.66","364.62","369.33","364.62","5.77M","0.04%"
"Aug 07, 2013","367.51","368.96","372.41","366.01","6.50M","-0.80%"
"Aug 06, 2013","370.49","373.05","373.55","365.99","10.03M","-0.72%"
"Aug 05, 2013","373.18","371.91","375.16","371.62","8.50M","0.01%"
"Aug 02, 2013","373.15","370.20","374.54","369.71","11.96M","1.15%"
"Aug 01, 2013","368.91","370.57","371.46","366.69","8.69M","0.17%"
"Jul 31, 2013","368.29","368.21","371.02","363.15","11.81M","0.47%"
"Jul 30, 2013","366.56","363.50","368.71","363.50","6.34M","1.18%"
"Jul 29, 2013","362.29","360.90","365.11","360.90","4.36M","0.27%"
"Jul 26, 2013","361.31","363.38","366.23","359.98","6.90M","-0.07%"
"Jul 25, 2013","361.55","360.77","365.28","359.78","7.18M","0.23%"
"Jul 24, 2013","360.72","357.18","363.01","357.18","4.88M","0.23%"
"Jul 23, 2013","359.90","358.42","361.78","358.42","6.17M","0.88%"
"Jul 22, 2013","356.77","350.01","359.02","349.98","6.75M","1.03%"
"Jul 19, 2013","353.14","347.63","355.32","347.63","16.40M","1.67%"
"Jul 18, 2013","347.35","341.55","349.42","339.67","13.08M","1.81%"
"Jul 17, 2013","341.16","338.78","342.09","338.78","6.58M","0.81%"
"Jul 16, 2013","338.42","335.11","343.61","332.50","6.30M","-0.51%"
"Jul 15, 2013","340.15","345.40","346.01","338.36","12.87M","-2.19%"
"Jul 12, 2013","347.78","344.92","360.35","341.05","52.87M","10.91%"
"Jul 11, 2013","313.56","314.39","317.92","311.26","15.70M","1.09%"
"Jul 10, 2013","310.19","310.67","312.53","309.18","6.87M","0.12%"
"Jul 09, 2013","309.83","307.69","311.79","307.69","8.61M","1.22%"
"Jul 08, 2013","306.10","308.19","309.30","305.15","5.42M","0.49%"
"Jul 05, 2013","304.62","305.96","308.01","302.45","4.34M","-0.48%"
"Jul 04, 2013","306.08","301.74","306.97","300.13","5.21M","2.64%"
"Jul 03, 2013","298.20","297.77","304.08","296.73","5.35M","0.02%"
"Jul 02, 2013","298.14","303.61","305.53","297.65","5.11M","-1.92%"
"Jul 01, 2013","303.97","306.20","306.76","302.74","4.21M","-1.92%"
"Jun 28, 2013","309.91","306.48","311.01","300.62","11.71M","0.65%"
"Jun 27, 2013","307.92","300.25","310.04","299.21","10.67M","3.48%"
"Jun 26, 2013","297.57","296.61","299.46","294.13","5.57M","1.07%"
"Jun 25, 2013","294.41","295.17","296.02","290.83","5.79M","-0.27%"
"Jun 24, 2013","295.22","297.96","298.05","291.68","7.34M","-1.58%"
"Jun 21, 2013","299.97","294.00","301.62","294.00","6.16M","2.10%"
"Jun 20, 2013","293.81","301.12","303.60","290.55","6.80M","-2.84%"
"Jun 19, 2013","302.40","303.35","303.69","298.55","5.84M","-0.34%"
"Jun 18, 2013","303.42","301.37","305.09","300.71","4.28M","0.99%"
"Jun 17, 2013","300.45","299.07","300.87","297.01","2.72M","1.15%"
"Jun 14, 2013","297.02","296.62","298.76","294.81","5.58M","0.63%"
"Jun 13, 2013","295.15","300.62","300.75","294.55","4.15M","-1.71%"
"Jun 12, 2013","300.29","305.37","310.84","299.24","5.93M","-2.19%"
"Jun 11, 2013","307.01","308.81","311.85","305.81","5.96M","-0.45%"
"Jun 10, 2013","308.41","305.09","309.80","304.74","4.29M","1.63%"
"Jun 07, 2013","303.45","300.75","306.69","300.13","6.62M","0.71%"
"Jun 06, 2013","301.32","303.85","304.42","299.62","7.51M","-1.28%"
"Jun 05, 2013","305.24","307.57","308.83","304.47","5.08M","-1.39%"
"Jun 04, 2013","309.54","308.81","312.46","305.53","11.71M","-0.72%"
"Jun 03, 2013","311.80","313.15","325.55","306.97","33.22M","4.25%"
"May 31, 2013","299.10","290.45","301.98","290.45","18.50M","3.00%"
"May 30, 2013","290.39","289.40","291.28","287.29","6.34M","-0.46%"
"May 29, 2013","291.74","293.93","296.53","289.34","5.17M","-0.58%"
"May 28, 2013","293.45","293.93","295.17","291.90","4.23M","-0.28%"
"May 27, 2013","294.26","290.35","295.91","289.00","3.33M","1.05%"
"May 24, 2013","291.19","292.88","295.79","289.46","3.69M","-0.51%"
"May 23, 2013","292.67","294.67","300.03","292.21","5.10M","-1.06%"
"May 22, 2013","295.82","297.65","301.74","294.95","6.25M","-0.51%"
"May 21, 2013","297.35","293.95","299.76","293.55","5.66M","1.08%"
"May 20, 2013","294.18","290.95","295.54","290.70","8.76M","0.86%"
"May 17, 2013","291.66","289.82","293.80","289.59","6.43M","0.82%"
"May 16, 2013","289.29","291.88","292.66","286.89","6.99M","-1.18%"
"May 15, 2013","292.74","291.82","294.26","291.12","8.89M","0.44%"
"May 14, 2013","291.45","289.87","294.03","289.87","4.48M","0.44%"
"May 13, 2013","290.16","292.07","292.95","289.00","5.01M","-0.95%"
"May 11, 2013","292.93","292.70","293.93","291.58","206.43K","-0.40%"
"May 10, 2013","294.12","292.95","295.79","292.33","4.53M","0.43%"
"May 09, 2013","292.86","291.68","293.79","291.45","4.56M","0.46%"
"May 08, 2013","291.53","293.31","295.17","289.96","7.28M","0.08%"
"May 07, 2013","291.30","291.45","292.07","288.31","6.98M","0.33%"
"May 06, 2013","290.34","287.11","290.83","287.11","6.00M","1.44%"
"May 03, 2013","286.23","284.84","288.22","282.54","9.12M","0.93%"
"May 02, 2013","283.60","277.31","284.18","277.31","9.38M","2.29%"
"Apr 30, 2013","277.24","277.06","278.10","275.60","8.84M","0.27%"
"Apr 29, 2013","276.48","273.59","278.90","271.11","8.97M","0.78%"
"Apr 26, 2013","274.33","275.34","277.53","273.15","11.13M","-0.71%"
"Apr 25, 2013","276.28","278.80","279.04","275.71","13.76M","-1.53%"
"Apr 23, 2013","280.56","279.04","281.60","278.35","7.87M","0.79%"
"Apr 22, 2013","278.37","284.20","284.38","275.76","15.40M","-2.23%"
"Apr 18, 2013","284.71","283.56","288.10","282.93","13.22M","0.52%"
"Apr 17, 2013","283.24","285.24","286.73","279.04","15.15M","-0.54%"
"Apr 16, 2013","284.78","287.60","288.47","283.63","14.30M","-1.83%"
"Apr 15, 2013","290.09","284.00","292.31","273.34","66.56M","1.85%"
"Apr 12, 2013","284.83","325.56","325.56","281.36","98.03M","-21.26%"
"Apr 11, 2013","361.73","355.50","364.07","351.58","17.02M","3.59%"
"Apr 10, 2013","349.20","347.63","350.70","344.31","6.55M","1.78%"
"Apr 09, 2013","343.08","351.42","352.09","341.83","10.84M","-2.31%"
"Apr 08, 2013","351.21","353.46","356.39","350.63","3.72M","-1.18%"
"Apr 05, 2013","355.42","357.05","359.53","353.46","4.37M","-0.49%"
"Apr 04, 2013","357.18","365.24","365.75","356.19","7.50M","-2.98%"
"Apr 03, 2013","368.15","365.72","372.00","365.61","8.36M","-0.02%"
"Apr 02, 2013","368.22","363.38","370.78","361.50","9.72M","0.84%"
"Apr 01, 2013","365.14","360.99","366.30","360.99","7.42M","1.90%"
"Mar 28, 2013","358.34","355.32","359.28","353.60","12.35M","1.22%"
"Mar 26, 2013","354.02","352.84","355.89","351.47","3.42M","0.06%"
"Mar 25, 2013","353.80","352.86","355.32","351.30","5.04M","-0.36%"
"Mar 22, 2013","355.09","353.45","356.62","350.98","7.37M","-0.33%"
"Mar 21, 2013","356.28","357.55","358.97","354.94","9.94M","0.25%"
"Mar 20, 2013","355.40","355.29","356.52","350.67","8.99M","0.34%"
"Mar 19, 2013","354.20","356.56","357.95","352.35","11.98M","-0.17%"
"Mar 18, 2013","354.79","355.47","358.42","353.58","6.45M","-0.61%"
"Mar 15, 2013","356.96","356.72","361.10","355.69","7.26M","0.15%"
"Mar 14, 2013","356.44","355.44","358.28","352.58","8.33M","0.37%"
"Mar 13, 2013","355.12","358.42","358.42","353.47","10.73M","-1.87%"
"Mar 12, 2013","361.90","364.62","365.20","361.14","5.71M","-0.94%"
"Mar 11, 2013","365.33","369.80","370.82","363.38","4.87M","-0.83%"
"Mar 08, 2013","368.37","370.57","370.69","366.76","6.16M","-1.14%"
"Mar 07, 2013","372.60","369.73","373.27","369.58","13.72M","1.15%"
"Mar 06, 2013","368.35","365.49","369.17","362.91","12.21M","1.67%"
"Mar 05, 2013","362.30","362.70","364.54","361.30","7.17M","0.62%"
"Mar 04, 2013","360.08","362.88","364.93","356.20","10.11M","-0.36%"
"Mar 01, 2013","361.37","361.39","367.27","358.66","8.41M","0.24%"
"Feb 28, 2013","360.52","361.55","364.10","357.85","11.81M","-0.12%"
"Feb 27, 2013","360.96","365.61","365.61","359.92","7.03M","-1.66%"
"Feb 26, 2013","367.07","361.64","368.26","361.64","12.17M","1.44%"
"Feb 25, 2013","361.86","355.94","362.38","355.64","10.46M","2.72%"
"Feb 22, 2013","352.28","347.09","354.08","346.89","8.70M","1.17%"
"Feb 21, 2013","348.22","347.45","349.72","346.41","5.56M","-0.41%"
"Feb 20, 2013","349.67","350.39","351.27","348.31","5.55M","-0.03%"
"Feb 19, 2013","349.79","344.79","350.36","343.17","4.64M","1.45%"
